Measurement Number,Total Samples,Pin44 Active (1/0),Pin45 Active (1/0),Avg Pin44 (mid points),Avg Pin45 (mid points),Out of Normal Range
4860,6,0,1,4.0,205.0,0
4861,6,0,1,3.5,204.5,0
4862,6,1,0,3248.0,3167.5,0
4863,6,0,1,4.5,208.5,0
4864,6,0,1,6.0,208.5,0
4865,6,1,0,3247.0,3167.5,0
4866,6,0,1,4.0,204.0,0
4867,6,1,0,3246.0,3166.5,0
4868,5,1,0,3247.0,3170.5,0
4869,6,0,1,4.0,205.5,0
4870,6,1,0,3247.5,3168.5,0
4871,6,0,1,4.0,205.5,0
4872,6,0,1,2.5,204.0,0
4873,5,0,1,3.0,208.5,0
4874,6,0,1,4.0,204.0,0
4875,6,1,0,3248.0,3167.5,0
4876,6,0,1,4.0,206.0,0
4877,6,0,1,4.5,205.0,0
4878,5,1,0,3246.0,3167.5,0
4879,6,1,0,3249.0,3167.0,0
4880,6,1,0,3247.5,3167.0,0
4881,6,1,0,3246.5,3169.5,0
4882,6,1,0,3246.5,3166.5,0
4883,6,0,1,4.5,206.5,0
4884,6,1,0,3247.5,3166.0,0
4885,6,1,0,3249.0,3167.5,0
4886,6,0,1,6.5,205.0,0
4887,6,0,1,5.0,206.0,0
4888,6,0,1,3.0,206.0,0
4889,6,1,0,3248.5,3169.5,0
4890,5,0,1,5.0,206.0,0
4891,6,1,0,3247.0,3167.5,0
4892,5,1,0,3247.5,3169.5,0
4893,6,1,0,3247.0,3168.0,0
4894,6,0,1,4.0,205.5,0
4895,6,0,1,5.5,207.0,0
4896,6,0,1,3.0,207.0,0
4897,5,1,0,3248.0,3168.0,0
4898,6,0,1,5.5,206.0,0
4899,5,1,0,3245.5,3167.0,0
4900,6,0,1,5.0,205.0,0
4901,6,0,1,5.0,205.5,0
4902,6,0,1,2.0,206.0,0
4903,6,0,1,3.5,205.5,0
4904,5,1,0,3248.5,3169.0,0
4905,6,1,0,3247.5,3167.5,0
4906,6,0,1,3.5,203.5,0
4907,6,1,0,3248.0,3166.5,0
4908,6,1,0,3246.0,3165.5,0
4909,6,1,0,3247.0,3171.0,0
4910,6,0,1,4.0,203.5,0
4911,6,0,1,4.0,204.0,0
4912,6,1,0,3246.5,3169.0,0
4913,6,0,1,4.5,205.5,0
4914,5,0,1,4.5,203.0,0
4915,6,0,1,5.5,203.0,0
4916,6,1,0,3252.0,3169.0,0
4917,6,1,0,3248.0,3167.0,0
4918,6,1,0,3250.0,3171.0,0
4919,6,0,1,4.5,205.5,0
4920,6,0,1,6.0,207.5,0
4921,6,1,0,3247.5,3167.0,0
4922,6,1,0,3248.5,3168.5,0
4923,5,1,0,3247.5,3166.5,0
4924,6,1,0,3247.5,3168.5,0
4925,6,0,1,6.0,207.0,0
4926,6,0,1,6.0,204.0,0
4927,6,0,1,2.5,205.5,0
4928,5,0,1,4.5,204.0,0
4929,6,0,1,4.5,205.0,0
4930,6,0,1,3.5,205.0,0
4931,6,0,1,5.0,206.5,0
4932,6,0,1,6.5,207.0,0
4933,6,0,1,2.5,205.5,0
4934,6,0,1,6.0,214.5,0
4935,5,0,1,5.0,205.5,0
4936,6,0,1,6.5,203.5,0
4937,6,0,1,6.0,206.0,0
4938,6,0,1,5.5,207.5,0
4939,6,0,1,3.0,207.0,0
4940,5,0,1,3.5,205.0,0
4941,6,1,0,3248.0,3168.0,0
4942,6,0,1,4.0,205.0,0
4943,6,1,0,3249.0,3167.0,0
4944,6,0,1,5.0,205.5,0
4945,5,1,0,3248.0,3167.5,0
4946,6,1,0,3247.5,3170.5,0
4947,5,0,1,4.0,203.0,0
4948,6,0,1,4.0,205.0,0
4949,6,1,0,3249.0,3167.0,0
4950,6,0,1,5.5,255.0,0
4951,6,1,0,3248.0,3172.0,0
4952,6,1,0,3247.5,3167.5,0
4953,6,1,0,3246.5,3167.5,0
4954,6,0,1,5.0,204.5,0
4955,6,1,0,3250.0,3168.5,0
4956,6,0,1,4.5,203.0,0
4957,6,0,1,3.5,203.5,0
4958,6,1,0,3248.0,3171.0,0
4959,6,0,1,2.5,205.0,0
4960,6,0,1,4.5,205.5,0
4961,6,1,0,3248.0,3168.5,0
4962,6,1,0,3246.5,3168.5,0
4963,6,0,1,6.0,204.0,0
4964,5,1,0,3247.0,3167.5,0
4965,6,1,0,3247.5,3167.5,0
4966,6,0,1,5.5,203.5,0
4967,6,1,0,3248.5,3169.0,0
4968,6,0,1,3.0,207.0,0
4969,6,0,1,3.5,204.5,0
4970,6,1,0,3246.0,3167.0,0
4971,6,0,1,4.5,206.5,0
4972,6,1,0,3247.5,3169.5,0
4973,6,0,1,4.5,206.5,0
4974,5,1,0,3247.5,3169.5,0
4975,6,0,1,6.0,203.0,0
4976,5,1,0,3247.0,3167.0,0
4977,6,0,1,5.5,206.0,0
4978,5,0,1,2.5,204.0,0
4979,6,1,0,3248.0,3168.5,0
4980,6,1,0,3247.5,3167.5,0
4981,6,1,0,3248.0,3169.5,0
4982,6,0,1,3.0,206.5,0
4983,6,1,0,3246.5,3169.5,0
4984,6,1,0,3248.0,3167.0,0
4985,6,0,1,4.0,206.5,0
4986,6,0,1,4.0,207.0,0
4987,6,0,1,5.0,205.0,0
4988,5,0,1,3.5,206.0,0
4989,6,0,1,4.5,204.0,0
4990,6,1,0,3249.0,3170.0,0
4991,6,0,1,3.5,205.5,0
4992,6,1,0,3248.5,3168.5,0
4993,6,0,1,4.0,206.5,0
4994,6,0,1,5.0,205.0,0
4995,6,0,1,6.5,204.5,0
4996,6,1,0,3248.5,3168.5,0
4997,6,1,0,3248.5,3167.5,0
4998,6,1,0,3248.0,3169.0,0
4999,6,0,1,6.5,205.5,0
5000,5,0,1,3.5,205.5,0
5001,6,1,0,3247.5,3168.0,0
5002,6,0,1,4.0,205.0,0
5003,6,1,0,3249.5,3168.5,0
5004,6,0,1,4.0,204.0,0
5005,6,1,0,3248.5,3168.5,0
5006,6,1,0,3248.5,3167.5,0
5007,6,1,0,3246.5,3167.5,0
5008,6,0,1,6.0,205.0,0
5009,6,1,0,3248.0,3169.0,0
5010,5,1,0,3249.0,3167.0,0
5011,6,0,1,4.0,254.5,0
5012,6,0,1,3.5,206.0,0
5013,6,1,0,3247.5,3167.0,0
5014,6,1,0,3252.0,3167.0,0
5015,5,0,1,2.5,204.5,0
5016,6,0,1,3.5,207.5,0
5017,5,0,1,4.5,204.0,0
5018,6,0,1,4.5,205.0,0
5019,6,0,1,4.5,207.0,0
5020,6,1,0,3249.5,3169.0,0
5021,6,0,1,6.0,203.5,0
5022,5,1,0,3249.5,3166.5,0
5023,6,0,1,5.0,206.0,0
5024,6,0,1,4.5,205.0,0
5025,6,1,0,3249.0,3169.5,0
5026,6,1,0,3246.0,3166.5,0
5027,6,0,1,5.5,204.0,0
5028,6,1,0,3248.0,3169.0,0
5029,6,0,1,2.5,202.5,0
5030,6,0,1,6.0,206.0,0
5031,6,1,0,3246.5,3168.0,0
5032,5,0,1,3.5,204.5,0
5033,6,1,0,3247.5,3168.5,0
5034,5,1,0,3247.5,3167.5,0
5035,6,1,0,3248.5,3166.5,0
5036,5,1,0,3247.0,3167.5,0
5037,6,1,0,3245.0,3168.0,0
5038,6,0,1,5.0,205.0,0
5039,5,1,0,3247.0,3168.0,0
5040,6,0,1,5.0,205.5,0
5041,6,0,1,7.5,210.0,0
5042,6,0,1,4.5,206.0,0
5043,5,0,1,5.0,205.5,0
5044,6,1,0,3247.5,3169.5,0
5045,6,0,1,4.5,213.0,0
5046,5,0,1,5.0,205.0,0
5047,6,1,0,3246.5,3167.0,0
5048,6,0,1,5.0,204.0,0
5049,6,0,1,5.0,205.0,0
5050,6,1,0,3247.0,3168.5,0
5051,6,0,1,3.5,204.0,0
5052,6,1,0,3247.5,3167.5,0
5053,5,0,1,4.0,205.5,0
5054,6,0,1,3.5,206.5,0
5055,6,1,0,3250.0,3169.5,0
5056,6,1,0,3247.5,3167.0,0
5057,5,1,0,3247.0,3168.5,0
5058,6,1,0,3246.0,3167.0,0
5059,6,0,1,8.5,205.5,0
5060,5,0,1,2.5,208.0,0
5061,6,1,0,3248.0,3169.0,0
5062,6,1,0,3246.5,3169.0,0
5063,6,1,0,3247.5,3168.0,0
5064,6,0,1,3.5,205.0,0
5065,6,1,0,3247.0,3169.5,0
5066,6,1,0,3248.0,3170.0,0
5067,6,0,1,3.5,204.0,0
5068,6,0,1,4.0,205.5,0
5069,5,0,1,4.5,205.0,0
5070,6,0,1,1.5,204.0,0
5071,6,0,1,5.0,205.0,0
5072,6,1,0,3247.0,3168.0,0
5073,6,1,0,3248.0,3166.5,0
5074,6,0,1,6.0,208.0,0
5075,6,1,0,3248.0,3167.0,0
5076,6,0,1,5.5,204.5,0
5077,6,1,0,3248.0,3168.0,0
5078,6,0,1,3.5,203.0,0
5079,6,1,0,3247.5,3168.5,0
5080,6,1,0,3248.0,3167.5,0
5081,6,0,1,5.0,207.0,0
5082,6,0,1,4.5,208.0,0
5083,6,1,0,3247.0,3168.0,0
5084,6,1,0,3247.5,3168.0,0
5085,6,0,1,5.0,204.5,0
5086,6,0,1,4.0,206.5,0
5087,6,0,1,4.5,205.0,0
5088,6,1,0,3246.5,3168.0,0
5089,6,0,1,3.5,204.0,0
5090,6,0,1,4.5,206.5,0
5091,6,0,1,4.5,204.0,0
5092,6,1,0,3248.0,3166.5,0
5093,6,1,0,3247.0,3167.0,0
5094,6,0,1,4.0,206.5,0
5095,6,0,1,7.5,205.0,0
5096,6,0,1,5.0,212.5,0
5097,5,0,1,4.5,205.0,0
5098,6,0,1,3.0,205.0,0
5099,5,0,1,4.0,205.0,0
5100,6,0,1,5.0,208.0,0
5101,6,0,1,3.0,205.5,0
5102,6,1,0,3248.5,3168.0,0
5103,6,0,1,5.0,206.0,0
5104,5,1,0,3247.0,3171.0,0
5105,6,1,0,3246.5,3167.5,0
5106,6,1,0,3247.0,3170.0,0
5107,6,1,0,3249.5,3166.5,0
5108,5,1,0,3248.5,3167.5,0
5109,6,0,1,4.0,205.0,0
5110,6,1,0,3247.0,3169.5,0
5111,5,0,1,3.5,208.5,0
5112,6,1,0,3248.0,3166.0,0
5113,6,0,1,6.0,205.5,0
5114,6,1,0,3248.0,3169.0,0
5115,6,0,1,6.0,204.5,0
5116,5,0,1,7.5,262.0,0
5117,6,1,0,3247.5,3170.0,0
5118,6,1,0,3247.5,3167.5,0
5119,6,0,1,3.5,203.0,0
5120,6,1,0,3248.0,3169.0,0
5121,6,0,1,3.5,204.0,0
5122,6,0,1,6.0,205.0,0
5123,6,0,1,4.5,202.5,0
5124,6,1,0,3248.5,3173.0,0
5125,5,0,1,3.5,202.5,0
5126,6,1,0,3248.5,3167.0,0
5127,6,1,0,3247.5,3168.5,0
5128,6,1,0,3248.0,3167.5,0
5129,6,0,1,4.5,205.0,0
5130,5,1,0,3247.5,3170.0,0
5131,6,1,0,3247.0,3168.0,0
5132,5,0,1,3.5,206.5,0
5133,6,1,0,3248.0,3169.5,0
5134,6,0,1,3.5,204.5,0
5135,5,0,1,5.5,205.0,0
5136,6,0,1,4.5,202.5,0
5137,5,1,0,3248.5,3166.0,0
5138,6,1,0,3248.5,3166.0,0
5139,5,1,0,3247.5,3168.5,0
5140,6,0,1,3.0,228.5,0
5141,6,1,0,3247.5,3169.5,0
5142,6,1,0,3246.5,3165.5,0
5143,6,0,1,3.5,205.5,0
5144,5,1,0,3248.5,3167.5,0
5145,6,0,1,3.0,203.5,0
5146,6,1,0,3248.0,3166.5,0
5147,6,1,0,3247.5,3169.5,0
5148,6,1,0,3249.0,3169.0,0
5149,6,0,1,5.0,205.5,0
5150,6,0,1,5.5,203.5,0
5151,6,1,0,3247.5,3168.5,0
5152,6,1,0,3248.5,3169.5,0
5153,6,0,1,5.0,237.5,0
5154,6,1,0,3248.0,3169.5,0
5155,6,0,1,3.0,204.0,0
5156,5,0,1,5.0,206.5,0
5157,6,0,1,4.0,203.5,0
5158,6,1,0,3249.0,3168.0,0
5159,6,1,0,3248.0,3168.5,0
5160,6,0,1,6.0,207.0,0
5161,6,1,0,3249.0,3171.0,0
5162,6,0,1,5.0,204.0,0
5163,6,0,1,4.5,205.0,0
5164,6,0,1,3.5,204.0,0
5165,6,0,1,5.0,232.0,0
5166,5,1,0,3247.0,3168.0,0
5167,6,1,0,3249.0,3166.0,0
5168,6,0,1,2.0,205.5,0
5169,6,0,1,6.0,206.5,0
5170,6,1,0,3248.0,3168.5,0
5171,6,0,0,646.5,204.5,1
5172,6,0,1,2.5,205.0,0
5173,5,0,1,3.5,203.0,0
5174,6,0,1,5.5,207.5,0
5175,6,0,1,4.0,205.0,0
5176,6,0,1,5.5,204.5,0
5177,6,0,1,4.5,205.0,0
5178,6,1,0,3245.0,3168.5,0
5179,6,0,1,4.5,206.0,0
5180,5,0,1,4.0,204.0,0
5181,6,1,0,3248.5,3167.5,0
5182,6,1,0,3248.0,3166.5,0
5183,6,1,0,3248.0,3168.0,0
5184,6,0,1,4.0,205.0,0
5185,6,0,1,5.5,205.0,0
5186,6,1,0,3247.0,3170.0,0
5187,5,1,0,3247.5,3168.0,0
5188,6,0,1,3.5,204.0,0
5189,6,0,1,4.5,205.0,0
5190,6,1,0,3248.0,3169.5,0
5191,6,1,0,3247.0,3168.5,0
5192,6,0,1,4.5,203.5,0
5193,6,0,1,4.0,205.0,0
5194,6,1,0,3246.0,3170.0,0
5195,6,1,0,3248.0,3169.0,0
5196,6,0,1,5.0,205.0,0
5197,5,0,1,4.5,203.0,0
5198,6,1,0,3249.0,3169.5,0
5199,6,1,0,3247.0,3165.5,0
5200,6,1,0,3247.0,3167.0,0
5201,6,1,0,3246.0,3167.5,0
5202,6,0,1,5.5,204.5,0
5203,6,1,0,3248.0,3167.0,0
5204,5,1,0,3246.5,3165.5,0
5205,6,0,1,4.0,205.0,0
5206,6,0,1,4.0,203.0,0
5207,5,0,1,5.0,204.0,0
5208,6,0,1,3.5,203.5,0
5209,5,0,0,67.0,207.0,1
5210,6,0,1,4.5,207.0,0
5211,6,0,1,9.0,205.0,0
5212,6,0,1,5.5,208.5,0
5213,6,0,1,7.0,205.5,0
5214,6,0,1,5.0,204.5,0
5215,6,1,0,3247.5,3168.0,0
5216,5,0,1,4.5,205.0,0
5217,6,1,0,3247.0,3169.5,0
5218,6,1,0,3247.0,3169.5,0
5219,6,0,1,4.5,206.0,0
5220,6,0,1,4.0,218.0,0
5221,5,0,1,4.0,205.5,0
5222,6,1,0,3249.0,3168.5,0
5223,6,0,1,4.0,204.5,0
5224,6,0,1,5.0,204.0,0
5225,6,0,1,5.5,206.0,0
5226,6,0,1,4.0,205.5,0
5227,6,1,0,3247.5,3170.0,0
5228,6,1,0,3249.5,3168.0,0
5229,6,0,1,5.5,205.0,0
5230,6,1,0,3247.5,3168.5,0
5231,5,0,1,5.0,206.5,0
5232,6,0,1,4.5,204.5,0
5233,5,1,0,3249.0,3167.5,0
5234,6,1,0,3247.5,3167.5,0
5235,5,0,1,5.0,205.5,0
5236,6,0,1,4.0,206.5,0
5237,6,0,1,3.0,210.5,0
5238,6,0,1,1.5,204.0,0
5239,6,0,1,4.5,205.0,0
5240,6,1,0,3248.0,3167.5,0
5241,6,1,0,3248.5,3170.0,0
5242,6,1,0,3249.0,3168.0,0
5243,5,1,0,3248.0,3169.0,0
5244,6,1,0,3248.0,3168.0,0
5245,5,1,0,3247.0,3168.5,0
5246,6,1,0,3248.5,3167.0,0
5247,6,1,0,3249.0,3167.0,0
5248,6,1,0,3247.0,3167.0,0
5249,6,0,1,5.5,205.0,0
5250,6,1,0,3248.0,3167.5,0
5251,6,0,1,5.0,213.5,0
5252,6,0,1,5.0,213.0,0
5253,6,0,1,5.5,205.0,0
5254,6,0,1,3.0,203.5,0
5255,5,0,1,4.0,210.5,0
5256,6,0,1,3.5,206.0,0
5257,5,1,0,3246.0,3167.0,0
5258,6,0,0,1052.5,211.0,1
5259,6,0,1,4.5,206.0,0
5260,6,0,1,5.5,205.5,0
5261,6,1,0,3247.5,3167.5,0
5262,6,1,0,3249.0,3169.0,0
5263,6,1,0,3251.0,3169.0,0
5264,6,0,1,5.0,205.0,0
5265,6,0,1,3.5,204.5,0
5266,6,0,1,4.0,205.0,0
5267,5,1,0,3248.5,3167.0,0
5268,6,0,1,5.5,204.0,0
5269,6,0,1,3.5,206.0,0
5270,6,1,0,3248.5,3169.5,0
5271,5,1,0,3248.0,3169.5,0
5272,6,0,1,4.0,206.5,0
5273,6,0,1,4.0,204.5,0
5274,6,0,1,6.5,204.5,0
5275,6,1,0,3250.0,3169.5,0
5276,6,0,1,3.5,207.0,0
5277,6,1,0,3248.0,3170.5,0
5278,6,0,1,5.5,203.5,0
5279,5,0,1,5.0,206.5,0
5280,6,1,0,3248.5,3168.0,0
5281,6,0,1,4.5,206.0,0
5282,6,0,1,2.5,205.0,0
5283,6,0,1,4.5,210.5,0
5284,6,0,1,5.0,203.5,0
5285,6,0,1,3.5,213.5,0
5286,6,0,1,5.5,206.0,0
5287,6,0,1,4.0,202.5,0
5288,6,0,1,3.5,206.0,0
5289,6,1,0,3247.0,3168.5,0
5290,6,1,0,3248.0,3168.0,0
5291,6,1,0,3247.0,3166.5,0
5292,6,1,0,3248.0,3169.5,0
5293,5,1,0,3248.5,3166.5,0
5294,6,0,1,3.0,204.5,0
5295,6,1,0,3247.0,3166.5,0
5296,6,1,0,3247.5,3166.5,0
5297,6,1,0,3249.5,3168.5,0
5298,5,0,1,6.0,206.0,0
5299,6,1,0,3248.0,3168.5,0
5300,6,0,1,3.0,206.5,0
5301,6,0,1,4.5,205.5,0
5302,6,0,1,4.5,205.0,0
5303,5,0,0,568.5,205.0,1
5304,6,0,1,6.0,205.5,0
5305,6,1,0,3248.0,3169.0,0
5306,6,1,0,3248.5,3169.0,0
5307,6,1,0,3248.0,3168.0,0
5308,6,0,1,4.0,206.5,0
5309,6,0,1,3.5,206.0,0
5310,5,1,0,3247.5,3167.0,0
5311,6,1,0,3247.5,3167.5,0
5312,5,1,0,3247.0,3166.0,0
5313,6,1,0,3246.0,3166.0,0
5314,6,0,1,5.0,205.5,0
5315,6,1,0,3247.5,3170.0,0
5316,6,0,1,4.0,206.0,0
5317,6,0,1,4.5,206.0,0
5318,6,0,1,5.0,206.5,0
5319,5,1,0,3249.5,3166.5,0
5320,6,1,0,3248.5,3167.0,0
5321,6,0,1,3.0,206.0,0
5322,6,0,1,5.0,205.5,0
5323,6,1,0,3248.0,3166.5,0
5324,6,1,0,3246.0,3167.0,0
5325,6,0,1,5.5,205.5,0
5326,6,0,1,4.0,204.5,0
5327,6,1,0,3248.5,3167.5,0
5328,6,0,1,4.0,204.0,0
5329,6,1,0,3248.0,3168.0,0
5330,6,0,1,3.0,204.5,0
5331,6,1,0,3246.0,3168.5,0
5332,6,0,1,3.5,204.5,0
5333,6,1,0,3247.5,3169.5,0
5334,6,1,0,3247.0,3166.0,0
5335,6,0,1,3.5,204.5,0
5336,6,0,1,4.0,206.0,0
5337,6,1,0,3246.0,3168.0,0
5338,6,1,0,3250.0,3169.0,0
5339,5,1,0,3248.0,3168.5,0
5340,6,1,0,3247.5,3165.5,0
5341,6,0,1,3.0,207.5,0
5342,6,0,1,6.0,203.5,0
5343,6,1,0,3247.5,3165.5,0
5344,6,0,1,4.0,202.5,0
5345,6,0,1,4.5,205.5,0
5346,6,1,0,3249.0,3169.0,0
5347,6,1,0,3248.5,3167.5,0
5348,6,0,1,4.0,204.5,0
5349,5,1,0,3247.5,3168.5,0
5350,6,0,1,6.0,207.0,0
5351,5,1,0,3245.5,3169.5,0
5352,6,1,0,3246.0,3168.5,0
5353,6,0,1,5.5,273.0,0
5354,5,0,1,5.0,205.5,0
5355,6,1,0,3248.5,3167.0,0
5356,6,0,1,3.5,207.0,0
5357,6,1,0,3247.0,3168.5,0
5358,5,0,1,4.0,203.5,0
5359,6,0,1,5.5,205.0,0
5360,6,1,0,3247.5,3166.5,0
5361,6,1,0,3247.0,3168.0,0
5362,6,1,0,3247.5,3167.0,0
5363,5,1,0,3247.5,3169.0,0
5364,6,1,0,3249.0,3167.5,0
5365,5,0,1,5.0,207.0,0
5366,6,1,0,3247.0,3167.5,0
5367,5,1,0,3248.5,3166.5,0
5368,6,0,1,3.0,204.0,0
5369,6,1,0,3248.5,3170.0,0
5370,6,1,0,3247.0,3167.0,0
5371,6,1,0,3248.5,3167.5,0
5372,6,0,1,3.0,235.0,0
5373,6,1,0,3247.0,3169.0,0
5374,6,0,1,5.0,205.0,0
5375,6,0,0,77.5,203.0,1
5376,6,0,1,4.5,207.0,0
5377,6,1,0,3248.5,3168.0,0
5378,6,1,0,3247.5,3169.5,0
5379,6,1,0,3248.0,3167.0,0
5380,5,0,1,5.5,206.0,0
5381,6,0,1,5.0,204.0,0
5382,6,1,0,3247.5,3168.0,0
5383,6,1,0,3248.0,3167.5,0
5384,5,0,1,5.5,203.5,0
5385,6,1,0,3246.5,3167.5,0
5386,6,0,1,6.0,205.5,0
5387,6,0,1,8.5,217.5,0
5388,6,0,1,5.0,205.5,0
5389,6,0,1,2.5,205.0,0
5390,6,0,1,5.0,206.5,0
5391,6,0,1,4.0,204.5,0
5392,6,0,1,3.5,202.5,0
5393,6,0,1,5.0,205.0,0
5394,6,1,0,3247.5,3167.5,0
5395,6,1,0,3247.5,3168.5,0
5396,6,0,1,4.5,205.0,0
5397,6,0,1,6.5,204.5,0
5398,6,1,0,3249.0,3168.0,0
5399,6,0,1,4.5,203.5,0
5400,6,0,1,2.0,205.5,0
5401,6,1,0,3244.0,3168.0,0
5402,5,1,0,3248.0,3169.0,0
5403,6,0,1,4.5,206.5,0
5404,6,1,0,3247.5,3167.5,0
5405,6,1,0,3249.0,3168.0,0
5406,6,0,1,4.5,208.5,0
5407,5,0,1,6.0,206.0,0
5408,6,1,0,3247.0,3169.0,0
5409,6,0,1,9.0,204.5,0
5410,6,0,1,3.0,203.5,0
5411,5,1,0,3248.5,3168.5,0
5412,6,0,1,6.0,206.0,0
5413,6,0,1,5.5,205.0,0
5414,6,1,0,3248.5,3168.5,0
5415,6,1,0,3247.0,3167.5,0
5416,6,0,1,6.0,203.5,0
5417,6,1,0,3248.0,3167.0,0
5418,6,1,0,3246.0,3167.0,0
5419,6,1,0,3247.0,3166.5,0
5420,6,0,1,5.5,209.5,0
5421,6,1,0,3248.0,3168.0,0
5422,6,0,1,3.0,204.5,0
5423,6,1,0,3249.0,3169.0,0
5424,6,0,1,6.5,203.0,0
5425,6,1,0,3246.5,3162.0,0
5426,6,0,1,6.0,216.0,0
5427,6,0,1,4.0,205.5,0
5428,6,0,1,4.5,204.5,0
5429,6,0,1,4.5,205.5,0
5430,6,1,0,3248.5,3168.0,0
5431,6,0,1,3.0,206.0,0
5432,6,1,0,3248.0,3168.5,0
5433,6,1,0,3246.5,3168.5,0
5434,5,0,1,5.5,206.5,0
5435,6,0,1,4.5,204.5,0
5436,5,0,1,3.0,208.0,0
5437,6,0,1,5.5,205.5,0
5438,6,0,1,4.0,203.5,0
5439,6,0,1,6.5,205.0,0
5440,6,1,0,3249.0,3169.0,0
5441,6,0,1,1.5,205.5,0
5442,6,1,0,3248.5,3168.0,0
5443,5,1,0,3247.5,3169.5,0
5444,6,1,0,3249.0,3168.5,0
5445,6,0,1,5.5,205.5,0
5446,6,0,1,4.0,213.5,0
5447,6,1,0,3247.5,3167.5,0
5448,6,0,1,6.0,206.5,0
5449,6,0,1,6.0,204.0,0
5450,6,1,0,3247.0,3170.5,0
5451,6,0,1,3.5,211.5,0
5452,6,0,1,5.0,205.5,0
5453,6,1,0,3249.0,3167.0,0
5454,6,0,1,4.0,205.0,0
5455,6,1,0,3249.0,3166.0,0
5456,6,1,0,3247.5,3168.5,0
5457,6,0,1,4.0,205.0,0
5458,6,1,0,3248.5,3169.5,0
5459,6,0,1,3.0,205.5,0
5460,6,1,0,3247.5,3166.5,0
5461,6,1,0,3248.0,3168.5,0
5462,6,0,1,4.5,204.5,0
5463,5,0,1,4.5,204.0,0
5464,6,0,1,4.0,205.5,0
5465,6,1,0,3247.5,3167.0,0
5466,6,0,1,3.5,204.0,0
5467,6,1,0,3248.5,3167.5,0
5468,5,0,1,5.0,207.0,0
5469,6,1,0,3248.5,3168.5,0
5470,6,0,1,5.0,203.5,0
5471,6,1,0,3249.0,3167.5,0
5472,6,1,0,3249.5,3168.5,0
5473,6,0,1,4.5,205.5,0
5474,6,1,0,3248.0,3168.0,0
5475,6,1,0,3248.0,3169.0,0
5476,6,0,1,5.5,206.0,0
5477,6,1,0,3249.5,3167.0,0
5478,6,0,1,4.0,204.0,0
5479,6,1,0,3248.0,3167.5,0
5480,6,0,1,6.0,205.0,0
5481,6,1,0,3249.0,3166.5,0
5482,5,1,0,3247.5,3166.5,0
5483,6,1,0,3248.0,3169.0,0
5484,6,0,1,6.0,205.5,0
5485,6,0,1,5.5,204.0,0
5486,6,1,0,3246.5,3169.0,0
5487,6,1,0,3250.0,3169.5,0
5488,6,0,1,4.0,221.0,0
5489,5,0,1,4.5,206.5,0
5490,6,0,1,4.0,206.0,0
5491,6,1,0,3248.0,3170.0,0
5492,6,0,1,6.0,205.0,0
5493,6,1,0,3248.5,3168.0,0
5494,6,0,1,5.5,204.5,0
5495,6,0,1,1.0,204.0,0
5496,6,1,0,3247.5,3168.5,0
5497,6,0,1,5.0,205.5,0
5498,6,1,0,3247.0,3168.5,0
5499,6,0,1,5.5,204.5,0
5500,6,0,1,6.5,205.5,0
5501,6,0,1,5.0,207.0,0
5502,6,1,0,3248.0,3169.0,0
5503,6,1,0,3249.5,3167.0,0
5504,6,1,0,3247.5,3167.0,0
5505,6,0,1,3.5,204.5,0
5506,6,0,1,4.5,215.0,0
5507,5,1,0,3248.0,3169.5,0
5508,6,1,0,3248.0,3167.5,0
5509,6,0,1,3.5,205.5,0
5510,6,1,0,3248.0,3169.5,0
5511,6,0,1,4.5,205.0,0
5512,6,1,0,3306.5,3173.0,0
5513,6,1,0,3248.5,3168.0,0
5514,6,0,1,2.0,205.5,0
5515,6,0,1,5.0,268.5,0
5516,6,0,1,5.0,204.5,0
5517,6,0,1,7.0,204.5,0
5518,6,0,1,3.5,338.0,0
5519,5,1,0,3250.5,3168.5,0
5520,6,0,1,4.0,206.0,0
5521,6,0,1,6.0,204.5,0
5522,6,0,1,4.5,203.5,0
5523,6,1,0,3247.5,3168.5,0
5524,5,1,0,3250.0,3168.0,0
5525,6,1,0,3246.0,3167.5,0
5526,6,0,1,4.5,204.5,0
5527,6,0,1,3.0,207.5,0
5528,6,1,0,3248.5,3167.0,0
5529,5,1,0,3248.5,3168.0,0
5530,6,1,0,3246.0,3169.5,0
5531,6,0,1,4.0,205.5,0
5532,6,0,1,5.0,204.0,0
5533,6,0,1,4.0,205.0,0
5534,6,1,0,3247.5,3166.0,0
5535,6,0,1,3.5,205.5,0
5536,6,1,0,3247.0,3168.5,0
5537,6,0,1,4.0,206.0,0
5538,5,1,0,3247.5,3169.5,0
5539,5,0,1,3.0,208.0,0
5540,6,0,1,5.0,205.5,0
5541,6,0,1,4.0,203.5,0
5542,6,0,1,3.5,204.0,0
5543,6,1,0,3247.0,3168.0,0
5544,6,1,0,3247.5,3168.0,0
5545,6,1,0,3246.0,3168.0,0
5546,6,0,1,4.5,205.0,0
5547,6,0,1,6.0,204.5,0
5548,6,1,0,3248.5,3170.5,0
5549,6,0,1,4.5,206.0,0
5550,6,1,0,3247.5,3170.0,0
5551,6,1,0,3248.0,3167.5,0
5552,6,0,1,5.0,204.5,0
5553,5,0,1,4.5,205.5,0
5554,6,1,0,3247.5,3168.0,0
5555,6,1,0,3247.5,3170.5,0
5556,6,0,0,961.0,206.0,1
5557,5,1,0,3247.5,3167.0,0
5558,6,0,1,6.5,207.0,0
