Measurement Number,Total Samples,Pin44 Active (1/0),Pin45 Active (1/0),Avg Pin44 (mid points),Avg Pin45 (mid points),Out of Normal Range
5559,6,0,1,4.0,205.0,0
5560,6,1,0,3249.0,3171.0,0
5561,6,1,0,3247.5,3167.5,0
5562,5,1,0,3246.5,3168.5,0
5563,6,1,0,3247.5,3168.5,0
5564,6,1,0,3246.5,3165.5,0
5565,6,0,1,3.5,206.0,0
5566,6,1,0,3247.0,3170.5,0
5567,6,1,0,3247.5,3167.5,0
5568,6,1,0,3247.0,3168.0,0
5569,6,1,0,3248.0,3165.5,0
5570,5,0,1,3.5,205.5,0
5571,6,0,1,4.5,205.5,0
5572,6,1,0,3248.0,3168.5,0
5573,6,0,1,4.5,203.5,0
5574,6,0,1,5.0,207.5,0
5575,6,0,1,3.5,217.0,0
5576,6,0,1,5.0,203.5,0
5577,6,0,1,3.0,203.5,0
5578,6,0,1,3.0,226.5,0
5579,6,1,0,3248.5,3168.5,0
5580,6,0,1,4.5,205.0,0
5581,6,0,1,3.0,206.5,0
5582,6,1,0,3247.0,3167.5,0
5583,6,0,1,4.0,206.0,0
5584,6,1,0,3246.5,3168.5,0
5585,6,0,1,4.5,207.0,0
5586,6,0,1,3.5,205.5,0
5587,6,1,0,3248.0,3167.0,0
5588,6,0,1,5.5,203.0,0
5589,5,0,1,5.0,204.0,0
5590,6,1,0,3248.5,3168.5,0
5591,6,1,0,3248.0,3169.0,0
5592,5,0,1,4.5,205.5,0
5593,6,0,1,4.0,204.5,0
5594,5,1,0,3249.0,3168.5,0
5595,6,1,0,3248.0,3167.5,0
5596,6,1,0,3248.5,3169.0,0
5597,6,1,0,3248.5,3166.0,0
5598,5,0,1,5.0,203.5,0
5599,6,1,0,3247.0,3169.0,0
5600,6,1,0,3248.0,3164.5,0
5601,6,0,1,6.5,205.0,0
5602,6,1,0,3246.5,3165.5,0
5603,5,1,0,3249.0,3170.0,0
5604,6,1,0,3247.5,3168.0,0
5605,4,0,1,4.5,205.0,0
5606,5,0,1,2.0,205.5,0
5607,6,0,1,5.0,204.5,0
5608,6,1,0,3248.0,3171.0,0
5609,6,1,0,3249.5,3170.0,0
5610,6,0,1,6.5,205.0,0
5611,6,1,0,3247.0,3169.0,0
5612,6,0,1,4.5,204.5,0
5613,6,1,0,3245.5,3168.0,0
5614,6,1,0,3249.5,3168.5,0
5615,6,1,0,3246.0,3164.5,0
5616,6,1,0,3247.5,3166.5,0
5617,6,0,1,5.5,261.0,0
5618,6,0,1,4.5,206.5,0
5619,6,0,1,5.0,207.0,0
5620,6,0,1,5.0,205.5,0
5621,5,0,1,4.5,204.5,0
5622,6,1,0,3249.0,3170.5,0
5623,6,0,1,4.5,204.0,0
5624,6,1,0,3247.5,3170.0,0
5625,6,0,1,6.0,204.5,0
5626,6,1,0,3248.0,3169.0,0
5627,6,1,0,3243.5,3168.0,0
5628,6,0,1,2.5,206.0,0
5629,6,0,1,6.5,206.0,0
5630,6,1,0,3248.0,3169.5,0
5631,6,0,1,5.0,203.5,0
5632,6,0,1,4.5,205.5,0
5633,6,1,0,3247.0,3168.5,0
5634,5,0,1,4.5,206.5,0
5635,5,0,1,3.5,206.5,0
5636,6,1,0,3248.0,3169.0,0
5637,6,0,1,4.5,210.0,0
5638,6,0,1,6.5,211.0,0
5639,6,1,0,3416.5,3168.0,0
5640,6,0,1,5.5,205.0,0
5641,6,1,0,3248.5,3168.0,0
5642,5,0,1,5.0,212.5,0
5643,6,0,1,7.0,204.5,0
5644,5,0,1,4.5,207.5,0
5645,6,1,0,3248.5,3167.5,0
5646,6,1,0,3247.5,3166.5,0
5647,6,0,1,3.5,204.0,0
5648,6,1,0,3247.5,3166.5,0
5649,6,1,0,3247.0,3167.5,0
5650,6,1,0,3249.5,3168.0,0
5651,6,1,0,3247.5,3167.5,0
5652,6,1,0,3247.5,3167.0,0
5653,6,0,1,3.0,205.5,0
5654,6,0,1,4.5,206.0,0
5655,6,0,1,4.5,207.5,0
5656,6,1,0,3247.0,3169.5,0
5657,5,0,1,3.5,204.0,0
5658,6,1,0,3248.5,3168.0,0
5659,6,0,1,4.0,205.0,0
5660,6,0,1,2.0,204.0,0
5661,6,0,1,2.5,205.0,0
5662,6,0,1,5.5,205.5,0
5663,5,0,1,6.5,202.5,0
5664,6,1,0,3248.5,3169.5,0
5665,6,0,1,4.0,203.5,0
5666,6,0,1,3.5,205.0,0
5667,6,0,1,4.5,204.0,0
5668,6,0,1,3.5,205.0,0
5669,6,0,1,5.5,203.5,0
5670,6,1,0,3247.0,3169.5,0
5671,6,0,1,5.5,206.0,0
5672,6,0,1,7.0,204.5,0
5673,6,0,1,5.0,206.0,0
5674,6,0,1,5.0,206.5,0
5675,6,1,0,3247.0,3167.0,0
5676,6,0,1,3.5,206.5,0
5677,6,1,0,3247.0,3170.0,0
5678,6,1,0,3247.5,3168.5,0
5679,6,0,1,5.0,204.5,0
5680,6,1,0,3246.5,3167.5,0
5681,6,0,1,3.0,205.0,0
5682,6,0,1,4.0,203.5,0
5683,6,0,1,5.0,205.0,0
5684,6,1,0,3249.0,3167.5,0
5685,6,1,0,3248.0,3167.0,0
5686,5,0,1,3.0,203.0,0
5687,6,1,0,3248.0,3169.0,0
5688,5,0,1,4.5,204.0,0
5689,6,1,0,3247.0,3167.5,0
5690,6,0,1,8.0,205.0,0
5691,6,0,1,3.0,206.0,0
5692,6,1,0,3249.0,3167.5,0
5693,6,1,0,3248.5,3167.0,0
5694,6,1,0,3247.5,3167.0,0
5695,5,0,1,4.5,203.0,0
5696,6,0,1,2.5,207.0,0
5697,6,1,0,3247.5,3168.5,0
5698,6,1,0,3248.5,3167.0,0
5699,6,1,0,3248.0,3166.5,0
5700,6,0,1,4.0,204.0,0
5701,6,0,1,6.0,203.5,0
5702,5,0,1,4.5,203.0,0
5703,6,0,1,3.5,206.0,0
5704,6,1,0,3248.0,3167.5,0
5705,6,0,1,4.5,206.0,0
5706,6,1,0,3248.0,3170.0,0
5707,5,1,0,3248.0,3167.5,0
5708,6,0,1,4.0,205.5,0
5709,5,1,0,3249.0,3170.5,0
5710,6,1,0,3249.0,3166.5,0
5711,6,1,0,3248.0,3168.5,0
5712,6,0,1,3.5,204.5,0
5713,6,0,1,6.0,204.0,0
5714,5,0,1,6.0,204.5,0
5715,6,1,0,3248.0,3169.0,0
5716,5,0,1,4.0,206.5,0
5717,6,0,1,4.0,205.5,0
5718,6,0,1,5.5,202.5,0
5719,6,0,1,5.0,206.5,0
5720,6,0,1,5.5,204.5,0
5721,6,1,0,3248.5,3170.0,0
5722,5,0,1,5.0,205.5,0
5723,6,1,0,3247.0,3166.5,0
5724,6,0,1,4.0,205.5,0
5725,6,0,1,4.0,203.0,0
5726,5,1,0,3249.5,3168.0,0
5727,6,1,0,3249.5,3170.0,0
5728,5,0,1,6.5,206.5,0
5729,6,1,0,3249.0,3166.5,0
5730,5,0,1,5.5,203.0,0
5731,6,1,0,3251.0,3169.0,0
5732,6,0,1,5.0,204.5,0
5733,6,1,0,3248.0,3168.0,0
5734,6,1,0,3248.0,3167.0,0
5735,5,0,1,3.0,260.0,0
5736,6,0,1,3.5,202.0,0
5737,6,0,1,6.0,203.5,0
5738,6,1,0,3248.0,3169.0,0
5739,6,0,1,2.5,205.5,0
5740,6,0,1,5.5,204.0,0
5741,6,0,1,3.5,205.5,0
5742,5,0,1,4.0,205.0,0
5743,6,1,0,3247.5,3170.0,0
5744,6,0,1,4.5,205.5,0
5745,6,1,0,3249.0,3167.0,0
5746,6,0,1,5.0,204.0,0
5747,6,0,1,3.5,204.5,0
5748,6,0,1,9.5,204.5,0
5749,6,1,0,3247.5,3169.0,0
5750,5,1,0,3248.5,3167.5,0
5751,6,0,1,4.0,204.0,0
5752,5,1,0,3247.5,3169.5,0
5753,6,1,0,3246.5,3169.5,0
5754,6,0,1,4.0,205.5,0
5755,6,1,0,3247.5,3169.0,0
5756,5,0,1,3.5,203.0,0
5757,6,1,0,3248.5,3169.0,0
5758,6,0,1,6.5,204.5,0
5759,6,1,0,3247.0,3171.5,0
5760,6,0,1,5.0,219.5,0
5761,6,0,1,4.0,205.5,0
5762,6,1,0,3248.0,3167.0,0
5763,6,1,0,3247.5,3167.5,0
5764,6,0,1,4.0,203.5,0
5765,6,0,1,6.0,205.5,0
5766,5,1,0,3248.5,3170.0,0
5767,6,0,1,3.5,204.5,0
5768,6,0,1,3.5,205.0,0
5769,5,0,1,5.5,206.5,0
5770,6,0,0,1282.5,317.5,1
5771,6,0,1,2.5,206.5,0
5772,6,1,0,3247.5,3168.0,0
5773,5,0,1,4.0,205.5,0
5774,6,0,1,6.0,202.5,0
5775,6,0,1,4.0,205.0,0
5776,5,1,0,3248.5,3168.5,0
5777,6,0,1,3.5,205.0,0
5778,5,1,0,3248.0,3169.5,0
5779,6,0,1,5.0,206.0,0
5780,6,0,1,5.5,205.5,0
5781,6,1,0,3249.0,3168.0,0
5782,6,1,0,3249.0,3166.5,0
5783,5,1,0,3247.5,3169.0,0
5784,6,0,1,6.5,204.5,0
5785,6,0,1,4.0,204.5,0
5786,6,1,0,3246.5,3166.0,0
5787,5,0,1,7.5,205.0,0
5788,6,1,0,3247.0,3168.5,0
5789,6,1,0,3249.5,3165.5,0
5790,6,0,1,3.5,208.0,0
5791,6,1,0,3247.5,3168.0,0
5792,5,0,1,3.0,204.0,0
5793,6,1,0,3246.5,3165.5,0
5794,6,1,0,3249.0,3169.5,0
5795,6,0,1,3.5,209.0,0
5796,6,1,0,3247.5,3170.0,0
5797,5,0,1,6.0,204.0,0
5798,6,0,1,4.5,203.0,0
5799,6,0,1,4.0,205.5,0
5800,6,0,1,6.5,206.0,0
5801,6,0,1,4.5,205.5,0
5802,5,1,0,3247.5,3168.5,0
5803,6,0,1,3.5,207.0,0
5804,5,1,0,3248.5,3168.5,0
5805,6,0,1,7.5,203.0,0
5806,5,0,1,5.0,203.5,0
5807,6,0,1,5.0,227.0,0
5808,5,1,0,3250.5,3167.5,0
5809,6,1,0,3246.0,3170.5,0
5810,5,1,0,3249.5,3170.0,0
5811,6,0,1,4.5,204.5,0
5812,6,1,0,3247.5,3170.0,0
5813,6,0,1,5.5,205.5,0
5814,6,0,1,6.0,203.5,0
5815,5,1,0,3248.0,3169.5,0
5816,6,1,0,3246.5,3169.0,0
5817,5,0,1,5.0,206.5,0
5818,6,0,1,5.0,204.0,0
5819,6,0,1,4.0,205.5,0
5820,5,1,0,3248.5,3165.5,0
5821,6,1,0,3246.0,3167.5,0
5822,5,1,0,3246.0,3165.0,0
5823,6,0,1,5.0,204.0,0
5824,5,0,1,5.0,203.5,0
5825,5,0,1,5.0,205.0,0
5826,6,0,1,3.5,207.0,0
5827,6,1,0,3247.5,3166.5,0
5828,6,0,1,5.5,205.5,0
5829,6,0,1,5.0,204.0,0
5830,6,0,1,4.0,205.0,0
5831,5,1,0,3248.5,3167.5,0
5832,6,1,0,3247.0,3167.5,0
5833,5,1,0,3247.5,3167.5,0
5834,6,0,1,3.0,205.5,0
5835,6,1,0,3248.5,3168.5,0
5836,6,1,0,3249.0,3170.5,0
5837,6,0,1,3.5,205.5,0
5838,6,1,0,3249.0,3169.0,0
5839,6,1,0,3249.5,3170.0,0
5840,6,1,0,3247.5,3164.0,0
5841,6,1,0,3248.0,3168.0,0
5842,6,1,0,3247.5,3168.5,0
5843,5,0,1,6.0,204.5,0
5844,6,0,1,5.5,206.0,0
5845,6,1,0,3247.0,3168.5,0
5846,6,0,1,5.0,208.0,0
5847,6,0,1,5.5,207.0,0
5848,6,1,0,3247.0,3169.0,0
5849,6,1,0,3247.0,3167.5,0
5850,6,0,1,4.0,205.0,0
5851,6,1,0,3248.0,3169.0,0
5852,6,0,1,2.5,204.5,0
5853,6,0,1,4.5,206.5,0
5854,6,0,1,6.0,205.5,0
5855,6,0,1,2.0,207.5,0
5856,6,0,1,4.5,205.0,0
5857,6,0,1,4.0,205.0,0
5858,6,0,1,5.5,205.0,0
5859,6,0,1,3.0,205.5,0
5860,6,1,0,3247.5,3166.5,0
5861,6,1,0,3247.0,3169.0,0
5862,6,0,1,5.0,203.0,0
5863,5,1,0,3250.0,3167.0,0
5864,6,1,0,3246.0,3166.0,0
5865,5,0,1,6.0,205.0,0
5866,6,0,1,2.5,204.5,0
5867,6,1,0,3247.5,3171.0,0
5868,5,1,0,3249.0,3167.0,0
5869,6,1,0,3247.5,3168.5,0
5870,5,0,1,5.5,204.0,0
5871,6,0,1,3.5,206.5,0
5872,5,1,0,3248.5,3169.5,0
5873,6,0,1,4.5,203.5,0
5874,6,1,0,3247.0,3170.0,0
5875,6,1,0,3250.5,3166.5,0
5876,6,0,1,5.5,206.0,0
5877,6,1,0,3247.5,3168.0,0
5878,6,1,0,3247.5,3169.5,0
5879,6,0,1,4.5,205.0,0
5880,6,1,0,3247.0,3170.0,0
5881,6,1,0,3249.0,3166.5,0
5882,6,1,0,3248.0,3168.0,0
5883,6,0,1,5.5,204.5,0
5884,6,1,0,3249.0,3168.5,0
5885,6,0,1,5.0,203.5,0
5886,6,0,1,3.5,206.5,0
5887,6,1,0,3248.5,3168.0,0
5888,6,1,0,3247.5,3170.0,0
5889,6,0,1,5.0,204.5,0
5890,6,0,1,3.5,205.0,0
5891,6,1,0,3247.5,3170.0,0
5892,6,1,0,3247.5,3168.5,0
5893,6,0,1,3.5,223.0,0
5894,5,1,0,3248.5,3169.0,0
5895,6,1,0,3247.5,3167.0,0
5896,6,0,1,4.0,204.5,0
5897,6,1,0,3247.0,3167.5,0
5898,6,0,1,6.0,226.0,0
5899,6,0,1,6.5,205.5,0
5900,6,0,1,5.0,204.5,0
5901,5,1,0,3247.0,3170.0,0
5902,6,1,0,3249.0,3166.5,0
5903,6,0,1,3.5,203.5,0
5904,6,0,1,4.0,205.5,0
5905,6,0,1,4.5,204.5,0
5906,6,1,0,3248.5,3166.5,0
5907,6,1,0,3248.0,3169.5,0
5908,6,0,1,2.5,203.5,0
5909,5,1,0,3247.5,3167.5,0
5910,6,1,0,3247.5,3167.0,0
5911,6,0,1,4.0,210.5,0
5912,6,1,0,3248.0,3168.0,0
5913,6,1,0,3249.0,3166.0,0
5914,6,1,0,3247.5,3167.5,0
5915,6,0,1,3.0,204.0,0
5916,5,1,0,3248.0,3170.5,0
5917,6,1,0,3248.0,3169.0,0
5918,6,0,1,5.5,241.5,0
5919,6,0,1,3.5,203.0,0
5920,6,1,0,3248.0,3169.5,0
5921,5,1,0,3249.0,3167.0,0
5922,6,1,0,3249.0,3167.5,0
5923,6,1,0,3248.5,3168.5,0
5924,6,0,1,5.0,205.0,0
5925,6,0,1,6.0,205.5,0
5926,6,1,0,3246.5,3165.0,0
5927,6,0,1,4.0,205.0,0
5928,5,0,1,3.5,203.0,0
5929,6,0,1,3.5,206.0,0
5930,6,1,0,3246.0,3168.0,0
5931,6,1,0,3247.0,3168.0,0
5932,6,0,1,5.0,205.5,0
5933,6,0,1,6.0,205.5,0
5934,6,0,1,5.0,205.5,0
5935,6,1,0,3249.0,3169.0,0
5936,6,0,1,5.5,204.5,0
5937,6,0,1,6.0,203.5,0
5938,6,0,1,5.0,206.5,0
5939,6,1,0,3247.5,3168.5,0
5940,6,0,1,4.5,204.0,0
5941,6,0,1,3.5,205.5,0
5942,6,1,0,3248.0,3170.5,0
5943,6,1,0,3248.5,3170.0,0
5944,6,1,0,3247.0,3168.5,0
5945,6,0,1,4.0,203.0,0
5946,6,1,0,3248.0,3168.0,0
5947,6,1,0,3247.0,3166.5,0
5948,6,0,1,2.0,206.0,0
5949,6,1,0,3249.0,3167.0,0
5950,5,0,1,2.5,203.5,0
5951,6,1,0,3247.0,3167.0,0
5952,6,1,0,3248.0,3166.5,0
5953,6,0,1,5.5,206.0,0
5954,6,1,0,3248.0,3169.0,0
5955,6,1,0,3248.5,3167.0,0
5956,6,0,1,3.0,323.0,0
5957,6,1,0,3246.5,3167.5,0
5958,6,1,0,3247.5,3169.5,0
5959,6,0,1,4.0,204.0,0
5960,6,0,1,6.5,203.0,0
5961,6,1,0,3247.5,3169.5,0
5962,6,1,0,3248.5,3168.0,0
5963,6,0,1,2.5,203.5,0
5964,6,0,1,3.0,205.0,0
5965,5,1,0,3247.0,3168.5,0
5966,6,1,0,3250.5,3170.0,0
5967,5,1,0,3248.0,3168.5,0
5968,6,1,0,3248.0,3170.0,0
5969,5,1,0,3246.5,3167.5,0
5970,6,0,1,6.5,205.0,0
5971,6,1,0,3248.0,3167.5,0
5972,5,0,1,4.5,205.0,0
5973,6,1,0,3248.0,3167.5,0
5974,5,1,0,3248.5,3165.5,0
5975,6,0,1,4.0,204.5,0
5976,6,0,1,5.0,205.0,0
5977,6,0,1,4.0,206.0,0
5978,6,1,0,3247.5,3167.5,0
5979,5,1,0,3248.0,3168.5,0
5980,6,0,1,3.5,205.0,0
5981,5,0,1,5.0,206.0,0
5982,6,0,1,5.0,206.5,0
5983,5,0,1,5.5,206.5,0
5984,6,0,1,2.5,207.0,0
5985,5,0,1,4.0,205.0,0
5986,6,1,0,3247.5,3169.0,0
5987,6,1,0,3247.5,3168.5,0
5988,5,1,0,3245.5,3168.5,0
5989,6,1,0,3249.0,3166.5,0
5990,5,0,1,4.0,203.5,0
5991,6,0,1,5.0,205.0,0
5992,5,1,0,3248.5,3168.5,0
5993,6,1,0,3247.5,3169.5,0
5994,6,1,0,3249.0,3170.0,0
5995,6,0,1,5.5,204.5,0
5996,6,1,0,3247.5,3169.5,0
5997,5,0,1,5.5,205.0,0
5998,6,1,0,3247.5,3169.0,0
5999,5,1,0,3247.0,3166.0,0
6000,6,0,1,3.5,206.0,0
6001,6,1,0,3247.5,3168.5,0
6002,5,0,1,4.5,208.0,0
6003,6,1,0,3248.5,3168.5,0
6004,5,1,0,3247.5,3168.5,0
6005,6,0,1,4.0,204.5,0
6006,6,0,1,36.0,205.0,0
6007,6,0,1,4.5,248.5,0
6008,6,1,0,3248.0,3170.0,0
6009,5,0,1,3.0,205.5,0
6010,6,0,1,5.0,204.5,0
6011,6,1,0,3248.0,3166.0,0
6012,6,0,1,5.0,204.0,0
6013,6,1,0,3250.5,3166.0,0
6014,6,0,1,5.5,203.5,0
6015,6,1,0,3247.5,3168.0,0
6016,6,0,1,5.0,204.5,0
6017,6,1,0,3248.0,3167.5,0
6018,5,1,0,3249.5,3168.0,0
6019,6,1,0,3246.5,3168.0,0
6020,6,0,1,7.0,205.0,0
6021,6,1,0,3246.0,3169.0,0
6022,6,0,1,5.5,204.5,0
6023,5,0,1,5.0,206.5,0
6024,6,1,0,3247.0,3167.0,0
6025,6,1,0,3247.0,3170.0,0
6026,6,0,1,3.5,304.0,0
6027,6,0,1,5.5,205.5,0
6028,5,0,1,4.0,263.5,0
6029,6,0,1,3.0,204.5,0
6030,5,0,1,7.5,206.5,0
6031,6,0,1,4.5,206.0,0
6032,6,1,0,3247.5,3169.0,0
6033,6,1,0,3249.0,3168.0,0
6034,6,0,1,5.0,205.0,0
6035,5,1,0,3248.5,3167.5,0
6036,6,0,1,0.5,206.5,0
6037,5,0,1,4.0,206.0,0
6038,6,1,0,3247.5,3170.0,0
6039,5,0,0,478.0,225.5,1
6040,6,1,0,3248.5,3169.0,0
6041,6,1,0,3249.0,3169.5,0
6042,6,1,0,3248.0,3167.0,0
6043,6,1,0,3248.0,3167.5,0
6044,6,1,0,3248.0,3170.0,0
6045,6,0,1,4.0,205.0,0
6046,6,0,1,5.0,207.5,0
6047,5,1,0,3247.0,3168.0,0
6048,6,1,0,3247.5,3168.0,0
6049,6,0,1,4.5,206.5,0
6050,6,0,1,4.0,205.5,0
6051,5,1,0,3247.5,3167.5,0
6052,6,0,1,4.0,205.0,0
6053,6,1,0,3248.5,3168.5,0
6054,5,0,1,3.5,204.5,0
6055,6,1,0,3246.0,3167.5,0
6056,6,0,1,4.5,206.0,0
6057,6,1,0,3248.0,3165.5,0
6058,6,0,1,4.0,204.5,0
6059,6,0,1,7.0,204.5,0
6060,6,0,1,4.5,206.5,0
6061,5,0,1,5.0,204.5,0
6062,6,0,1,7.0,205.0,0
6063,5,0,1,2.0,205.5,0
6064,6,0,1,4.5,203.5,0
6065,6,1,0,3246.5,3168.0,0
6066,6,1,0,3246.5,3167.5,0
6067,6,1,0,3246.5,3166.0,0
6068,6,1,0,3248.0,3167.5,0
6069,6,0,1,4.5,205.5,0
6070,6,0,1,2.5,204.0,0
6071,6,1,0,3249.0,3168.0,0
6072,6,0,1,6.5,205.0,0
6073,5,1,0,3248.5,3166.5,0
6074,6,0,1,4.5,205.5,0
6075,5,1,0,3247.5,3169.0,0
6076,6,1,0,3247.5,3169.0,0
6077,6,1,0,3247.5,3168.5,0
6078,6,1,0,3247.5,3165.0,0
6079,6,1,0,3245.5,3168.0,0
6080,5,1,0,3247.5,3170.0,0
6081,6,0,1,2.5,204.5,0
6082,6,1,0,3245.0,3166.0,0
6083,6,1,0,3247.5,3167.0,0
6084,6,0,1,4.0,205.0,0
6085,5,0,1,5.0,205.5,0
6086,6,0,1,6.0,204.5,0
6087,5,0,1,4.0,204.0,0
6088,6,0,1,4.0,207.0,0
6089,6,1,0,3247.0,3169.0,0
6090,6,0,1,5.0,205.0,0
6091,6,0,1,2.5,203.5,0
6092,6,0,1,3.0,206.5,0
6093,6,0,1,3.5,203.5,0
6094,6,1,0,3247.5,3168.0,0
6095,6,0,1,4.0,206.0,0
6096,6,0,1,3.5,208.0,0
6097,5,0,1,3.0,206.5,0
6098,6,1,0,3247.0,3166.0,0
6099,6,0,1,5.5,203.5,0
6100,6,0,1,3.0,207.0,0
6101,5,0,1,5.5,204.5,0
6102,6,1,0,3249.0,3170.0,0
6103,6,0,1,2.5,204.0,0
6104,6,0,1,6.5,203.0,0
6105,6,0,1,3.0,204.0,0
6106,5,0,1,5.0,203.0,0
6107,6,0,1,3.5,210.0,0
6108,5,1,0,3245.0,3167.0,0
6109,6,0,1,4.5,204.5,0
6110,6,0,1,2.5,203.0,0
6111,5,1,0,3247.5,3169.5,0
6112,6,0,1,4.5,206.0,0
6113,6,0,1,5.0,204.5,0
6114,6,1,0,3248.5,3167.0,0
6115,6,1,0,3248.5,3166.5,0
6116,6,1,0,3248.5,3168.0,0
6117,6,1,0,3248.5,3169.0,0
6118,5,0,1,4.5,203.0,0
6119,6,0,1,4.5,204.0,0
6120,5,0,1,4.0,202.5,0
6121,6,1,0,3248.0,3166.5,0
6122,5,1,0,3250.0,3169.0,0
6123,6,1,0,3249.0,3167.5,0
6124,6,1,0,3248.0,3170.0,0
6125,6,1,0,3247.0,3170.0,0
6126,6,1,0,3248.5,3167.5,0
6127,6,0,1,4.5,205.5,0
6128,6,1,0,3247.5,3169.0,0
6129,6,1,0,3246.5,3167.5,0
6130,6,0,1,5.5,205.0,0
6131,6,1,0,3249.5,3169.0,0
6132,6,0,1,5.0,206.0,0
6133,6,1,0,3250.0,3167.0,0
6134,6,1,0,3247.5,3170.0,0
6135,6,1,0,3248.5,3167.0,0
6136,6,0,1,3.5,204.0,0
6137,6,0,1,4.0,203.5,0
6138,6,0,1,4.5,208.0,0
6139,6,1,0,3248.5,3169.0,0
6140,5,0,1,3.0,211.0,0
6141,6,0,1,4.0,204.0,0
6142,5,0,1,5.0,207.0,0
6143,6,0,1,4.5,206.5,0
6144,5,1,0,3248.5,3171.0,0
6145,6,0,1,6.5,206.0,0
6146,6,1,0,3247.0,3168.0,0
6147,6,1,0,3249.0,3169.0,0
6148,6,1,0,3247.0,3168.0,0
6149,6,1,0,3247.0,3166.0,0
6150,6,0,1,4.5,219.5,0
6151,6,1,0,3248.5,3167.0,0
6152,6,1,0,3247.5,3169.5,0
6153,6,1,0,3248.0,3169.5,0
6154,6,0,1,4.5,206.5,0
6155,6,1,0,3247.0,3171.0,0
6156,5,0,1,3.5,206.5,0
6157,6,1,0,3248.0,3167.5,0
6158,6,1,0,3248.0,3169.0,0
6159,6,0,1,6.0,206.0,0
6160,6,1,0,3243.5,3166.0,0
6161,6,1,0,3249.0,3169.0,0
6162,6,0,1,4.5,490.0,0
6163,6,0,1,4.0,205.5,0
6164,6,1,0,3249.0,3170.5,0
6165,6,0,1,5.5,204.0,0
6166,5,0,1,4.0,205.5,0
6167,6,1,0,3247.5,3165.5,0
6168,6,0,1,7.0,204.5,0
6169,6,1,0,3247.5,3166.0,0
6170,6,1,0,3247.5,3169.0,0
6171,6,1,0,3247.5,3168.0,0
6172,6,1,0,3248.0,3168.0,0
6173,5,0,1,3.5,205.0,0
6174,6,1,0,3246.5,3167.0,0
6175,6,0,1,4.0,334.0,0
6176,6,0,1,4.5,207.0,0
6177,6,0,1,3.5,205.0,0
6178,6,1,0,3248.0,3166.0,0
6179,6,1,0,3249.5,3168.5,0
6180,6,0,1,3.5,204.0,0
6181,6,0,1,4.0,207.0,0
6182,6,0,1,2.0,204.0,0
6183,6,1,0,3247.5,3167.5,0
6184,6,0,1,5.5,205.0,0
6185,6,1,0,3248.5,3169.0,0
6186,5,1,0,3245.5,3167.0,0
6187,6,0,1,5.5,206.0,0
6188,6,1,0,3249.5,3168.0,0
6189,6,1,0,3247.5,3170.0,0
6190,6,0,1,4.5,207.5,0
6191,6,0,1,3.0,206.5,0
6192,6,1,0,3247.0,3169.5,0
6193,6,1,0,3249.5,3171.0,0
6194,6,1,0,3248.5,3168.0,0
6195,5,1,0,3244.5,3166.0,0
6196,6,1,0,3246.0,3168.5,0
6197,6,0,1,4.5,207.0,0
6198,6,1,0,3247.5,3167.5,0
6199,6,0,1,3.5,204.5,0
6200,6,1,0,3248.0,3167.0,0
6201,6,0,1,4.0,204.5,0
6202,6,0,1,4.5,208.0,0
6203,6,0,1,4.0,206.0,0
6204,6,0,1,5.5,207.0,0
6205,6,1,0,3248.5,3166.0,0
6206,6,1,0,3249.0,3169.0,0
6207,6,1,0,3248.0,3167.0,0
6208,6,0,1,4.0,203.5,0
6209,6,1,0,3248.5,3168.0,0
6210,6,0,1,4.5,204.5,0
6211,6,0,1,6.0,204.0,0
6212,6,0,1,4.0,206.0,0
6213,6,1,0,3246.0,3167.0,0
6214,6,0,1,3.0,204.0,0
6215,5,1,0,3248.0,3166.5,0
6216,6,0,1,3.5,358.5,0
6217,5,0,1,4.5,205.0,0
6218,6,1,0,3247.5,3167.0,0
6219,6,1,0,3248.0,3169.0,0
6220,6,1,0,3245.5,3166.0,0
6221,6,1,0,3247.5,3166.0,0
6222,6,0,1,5.0,204.0,0
6223,6,1,0,3249.0,3166.5,0
6224,6,0,1,4.0,205.5,0
6225,6,1,0,3247.5,3169.5,0
6226,6,0,1,5.0,206.0,0
6227,6,1,0,3248.5,3168.5,0
6228,6,1,0,3248.0,3167.5,0
6229,6,1,0,3248.0,3168.0,0
6230,6,0,1,4.5,205.5,0
6231,6,0,1,4.5,217.5,0
6232,6,1,0,3248.0,3170.5,0
6233,6,0,1,4.5,204.0,0
6234,6,0,1,5.0,206.5,0
6235,6,1,0,3248.5,3168.5,0
6236,6,1,0,3247.5,3169.5,0
6237,6,1,0,3248.0,3169.0,0
6238,6,0,1,4.0,210.0,0
6239,6,0,1,3.5,208.0,0
6240,6,0,1,3.5,203.0,0
6241,6,1,0,3248.5,3170.0,0
6242,6,0,1,3.5,203.5,0
6243,6,1,0,3248.5,3170.0,0
6244,6,0,1,4.5,204.0,0
6245,6,1,0,3248.0,3169.5,0
6246,6,0,1,5.5,202.0,0
6247,6,0,1,4.5,206.5,0
6248,6,1,0,3247.5,3170.0,0
6249,6,1,0,3248.0,3168.0,0
6250,6,0,1,3.0,205.5,0
6251,6,1,0,3249.5,3168.0,0
6252,6,1,0,3248.0,3167.5,0
6253,6,0,1,3.5,204.0,0
6254,5,0,1,4.5,204.5,0
6255,6,0,1,6.5,204.0,0
